"","L2","L2_name","L3","L3_name","nscode","name_product"
"312","1.2","先进环保装备制造","2.1.1","水污染防治装","3591*","燃气锅炉氮氧化物排放控制技术装备"
"313","1.2","先进环保装备制造","2.1.1","水污染防治装","3591*","多污染物协同控制技术装备"
"314","1.2","先进环保装备制造","2.1.1","水污染防治装","3591*","污染物脱除与资源化利用一体化技术装备"
"315","1.2","先进环保装备制造","2.1.1","水污染防治装","3591*","油库和加油站油气回收设备"
"316","1.2","先进环保装备制造","2.1.1","水污染防治装","3591*","酸性气体处理硫回收设备"
"317","1.2","先进环保装备制造","2.1.1","水污染防治装","3591*","支撑大气污染控制技术装备集成"
"318","1.2","先进环保装备制造","2.1.1","水污染防治装","3591*","支撑先进工业烟气净化技术装备集成"
"319","1.2","先进环保装备制造","2.1.1","水污染防治装","3591*","支撑挥发性有机污染物污染控制装备集成"
"320","1.2","先进环保装备制造","2.1.1","水污染防治装","3591*","支撑机动车污染排放控制技术设备集成"
"321","1.2","先进环保装备制造","2.1.1","水污染防治装","3591*","袋除尘用大口径脉冲阀"
"322","1.2","先进环保装备制造","2.1.1","水污染防治装","3591*","无膜片高压低能耗脉冲阀"
"323","1.2","先进环保装备制造","2.1.1","水污染防治装","3591*","电除尘器用高频电源"
"324","1.2","先进环保装备制造","2.1.1","水污染防治装","3591*","其他大气污染防治装备"
"325","1.2","先进环保装备制造","2.1.1","水污染防治装","3597*","电站废水清淤机械"
"326","1.2","先进环保装备制造","2.1.1","水污染防治装","3597*","水库清淤机械"
"327","1.2","先进环保装备制造","2.1.1","水污染防治装","3597*","水电站尾水清淤机械"
"328","1.2","先进环保装备制造","2.1.1","水污染防治装","3597*","管道清淤机械"
"329","1.2","先进环保装备制造","2.1.1","水污染防治装","3597*","水资源专用机械"
"330","1.2","先进环保装备制造","2.1.1","水污染防治装","3597*","城市黑臭水体清淤装备"
"331","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","除尘装备"
"332","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","燃煤烟气脱硫脱硝装备"
"333","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","挥发性有机污染物处理装备"
"334","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","机动车尾气后处理装备"
"335","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","食品业油烟净化装备"
"336","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","粉尘电凝并技术设备"
"337","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","烟气调质技术设备"
"338","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","电除尘高频高压整流设备"
"339","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","光触媒组件"
"340","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","细颗粒物去除技术设备"
"341","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","管束式除尘技术装备"
"342","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","高温长袋脉冲袋式除尘设备"
"343","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","移动极板静电除尘设备"
"344","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","湿式静电除尘器"
"345","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","低低温静电除尘器"
"346","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","电袋复合式除尘器"
"347","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","电袋混合式除尘器（嵌入式电袋复合式除尘器）"
"348","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","电厂及工业燃煤炉窑超净排放技术装备"
"349","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","移动污染源污染物减排技术设备"
"350","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","粉尘重污染场所和行业抑尘技术设备"
"351","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","双碱及强碱脱硫技术装备"
"352","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","氨法脱硫技术装备"
"353","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","燃煤工业锅炉脱硫脱硝脱汞一体化设备"
"354","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","CO循环还原脱硫脱硝技术和装备"
"355","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","焦炉烟气钢渣联合脱硫脱硝技术"
"356","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","高压细水雾脱硫除尘降温成套设备"
"357","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","低氮燃烧技术装备"
"358","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","烧结烟气复合污染物集成脱除设备"
"359","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","汽车尾气高效催化转化技术"
"360","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","资源化脱硫技术设备"
"361","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","超低排放石灰石—石膏脱硫技术装备"
"362","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","燃煤锅炉全负荷脱硝技术装备"
"363","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","脱硫石膏资源化利用技术设备"
"364","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","废弃脱硝催化剂回收再生技术装备"
"365","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","大流量等离子体有机废气治理成套装备"
"366","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","挥发性有机污染物新型吸附回收工艺技术装备"
"367","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","挥发性有机污染物新型优化催化燃烧及热回收装备"
"368","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","燃气锅炉氮氧化物排放控制技术装备"
"369","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","多污染物协同控制技术装备"
"370","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","污染物脱除与资源化利用一体化技术装备"
"371","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","油库和加油站油气回收设备"
"372","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","酸性气体处理硫回收设备"
"373","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","支撑大气污染控制技术装备集成"
"374","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","支撑先进工业烟气净化技术装备集成"
"375","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","支撑挥发性有机污染物污染控制装备集成"
"376","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","支撑机动车污染排放控制技术设备集成"
"377","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","袋除尘用大口径脉冲阀"
"378","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","无膜片高压低能耗脉冲阀"
"379","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","电除尘器用高频电源"
"380","1.2","先进环保装备制造","2.1.2","大气污染防治","3591*","其他大气污染防治装备"
"381","1.2","先进环保装备制造","2.1.3","土壤污染治理","3591*","矿山复垦与生态修复装备"
"382","1.2","先进环保装备制造","2.1.3","土壤污染治理","3591*","农用地土壤污染修复装备"
"383","1.2","先进环保装备制造","2.1.3","土壤污染治理","3591*","污染地块治理与修复装备"
"384","1.2","先进环保装备制造","2.1.3","土壤污染治理","3591*","城镇污水处理厂污泥处置综合利用装备"
"385","1.2","先进环保装备制造","2.1.3","土壤污染治理","3591*","土壤及场地等治理与修复装备"
"386","1.2","先进环保装备制造","2.1.3","土壤污染治理","3591*","土壤生态修复与污染治理技术装备"
"387","1.2","先进环保装备制造","2.1.3","土壤污染治理","3591*","典型污染场地土壤与地下水联合控制技术装备"
"388","1.2","先进环保装备制造","2.1.3","土壤污染治理","3591*","农药污染场地修复技术装备"
"389","1.2","先进环保装备制造","2.1.3","土壤污染治理","3591*","农药污染场地快速异位生物修复设备"
"390","1.2","先进环保装备制造","2.1.3","土壤污染治理","3591*","有毒与危险化学品污染土壤治理与修复装备"
"391","1.2","先进环保装备制造","2.1.3","土壤污染治理","3591*","有机污染物污染土壤治理与修复装备"
"392","1.2","先进环保装备制造","2.1.3","土壤污染治理","3591*","放射源污染土壤治理与修复装备"
"393","1.2","先进环保装备制造","2.1.3","土壤污染治理","3591*","重金属超富植物修复收获物安全处置设备"
"394","1.2","先进环保装备制造","2.1.3","土壤污染治理","3591*","重金属及汞污染土壤治理与修复设备"
"395","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","污泥浓缩装备"
"396","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","高效脱水干化装备"
"397","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","热干化装备"
"398","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","高温好氧发酵装备"
"399","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","热解装备"
"400","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","污泥焚烧装备"
"401","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","固体废物处理装备"
"402","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","黑臭水体清淤底泥存储和处理装备"
"403","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","污泥生物法消减装备"
"404","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","污泥厌氧消化和焚烧装备"
"405","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","污泥无害化处理技术装备"
"406","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","污泥生物发酵除臭一体化装置"
"407","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","污泥氧化法消减成套设备"
"408","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","活性污泥生物膜复合式一体化处理设备"
"409","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","污泥生物沥浸法处理装备"
"410","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","油泥回转式连续低温热解装备"
"411","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","固体废物焚烧处理装备"
"412","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","垃圾热解气化处理装备"
"413","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","垃圾焚烧尾气处理系统"
"414","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","垃圾厌氧消化处理成套设备"
"415","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","垃圾好氧处理和除臭设备"
"416","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","污泥与餐厨垃圾等协同厌氧处理技术设备"
"417","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","农村固体废物处置装备"
"418","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","危险废物无害化处理成套设备"
"419","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","危险废物焚烧残渣、飞灰熔融装备"
"420","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","危险废物污染事故应急处理设备"
"421","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","油田钻井废物处理处置装备"
"422","1.2","先进环保装备制造","2.1.4","固体废物处理","3591*","污泥耦合煤电高效发电脱水回用装置"
"423","1.2","先进环保装备制造","2.1.5","减振降噪设备","3591*","声屏障设备"
"424","1.2","先进环保装备制造","2.1.5","减振降噪设备","3591*","消声器"
"425","1.2","先进环保装备制造","2.1.5","减振降噪设备","3591*","动力设备隔振装置"
"426","1.2","先进环保装备制造","2.1.5","减振降噪设备","3591*","管道隔振用软连接设备"
"427","1.2","先进环保装备制造","2.1.5","减振降噪设备","3591*","轨道振动与噪声控制装置"
"428","1.2","先进环保装备制造","2.1.5","减振降噪设备","3591*","阻尼抑振材料和设备"
"429","1.2","先进环保装备制造","2.1.5","减振降噪设备","3591*","有源噪声与振动控制设备"
"430","1.2","先进环保装备制造","2.1.6","放射性污染防","3591*","放射性废物处理和处置装置"
"431","1.2","先进环保装备制造","2.1.6","放射性污染防","3591*","放射源污染土壤的治理与修复装备"
"432","1.2","先进环保装备制造","2.1.7","其他污染防治","3591*","其他未列明环境保护专用设备制造"
"433","1.2","先进环保装备制造","2.1.7","其他污染防治","3990*","噪声与振动控制设备"
"434","1.2","先进环保装备制造","2.1.7","其他污染防治","3990*","固体声污染控制设备"
"435","1.2","先进环保装备制造","2.1.7","其他污染防治","3990*","固体声污染集成控制设备"
"436","1.2","先进环保装备制造","2.1.7","其他污染防治","3990*","大荷载设备隔振、减振装置"
"437","1.2","先进环保装备制造","2.1.7","其他污染防治","3990*","室内低频噪声控制装备"
"438","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","新型化学除磷药剂"
"439","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","杀菌灭藻剂"
"440","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","有机合成高分子絮凝剂"
"441","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","微生物絮凝剂"
"442","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","高性能袋式除尘滤料及纤维"
"443","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","膜材料和膜组件"
"444","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","水污染防治药剂、材料"
"445","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","大气污染防治药剂、材料"
"446","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","固体废物处理处置药剂、材料"
"447","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","土壤污染治理与修复药剂、材料"
"448","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","纳米级催化净化材料"
"449","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","化学催化氧化材料"
"450","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","水处理用纳米纤维生物膜载体"
"451","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","水中除油用功能单分子复合材料"
"452","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","高效生物膜填料"
"453","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","高性能防渗材料"
"454","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","地下水污染原位修复功能材料"
"455","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","挥发性有机污染物控制用新型功能性吸附材料"
"456","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","挥发性有机污染物控制用新型催化材料"
"457","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","离子交换树脂（水污染处理用）"
"458","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","生物滤料及填料"
"459","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","低磷缓蚀阻垢剂"
"460","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","微生物除臭剂"
"461","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","地下水污染原位修复药剂"
"462","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","湖泊蓝藻去除药剂"
"463","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","污泥脱水剂"
"464","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","循环冷却水处理药剂"
"465","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","固废处理固化剂"
"466","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","固废处理稳定剂"
"467","1.2","先进环保装备制造","2.2.1","环境污染处理","2666*","饮用水用新型防腐涂料"
"468","1.2","先进环保装备制造","2.2.2","其他环境污染","2663*","高效活性炭"
"469","1.2","先进环保装备制造","2.3.1","环境监测专用","4014*","营养盐自动分析仪"
"470","1.2","先进环保装备制造","2.3.1","环境监测专用","4014*","有机物测量仪（多环芳烃等）"
"471","1.2","先进环保装备制造","2.3.1","环境监测专用","4014*","黄色有机物测量仪"
"472","1.2","先进环保装备制造","2.3.1","环境监测专用","4014*","金属水质指标检测仪（镉等）"
"473","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","水污染监测仪器"
"474","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","气体或烟雾分析、检测仪器"
"475","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","噪声监测仪器、相关环境监测仪器"
"476","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","船舶防污检测系统"
"477","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","环境质量监测网络专用设备"
"478","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","生态监测仪器"
"479","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","污染源过程监控设备"
"480","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","空气质量及污染源在线监测系统"
"481","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","在线PM2.5成分分析仪"
"482","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","温室气体监测技术及设备"
"483","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","机动车尾气云检测系统工程装备"
"484","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","适用于超低排放的高精度燃煤烟气污染物监测系统"
"485","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","有毒及重金属在线监测系统"
"486","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","持久性有机污染物自动在线检测系统"
"487","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","挥发性有机污染物自动在线检测系统"
"488","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","有机碳/元素碳全自动在线分析仪"
"489","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","激光过程气体分析系统"
"490","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","在线生物毒性水质预警监控技术及设备"
"491","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","便携式无线广谱智能分光光度水体污染物检测仪"
"492","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","水质挥发性有机物在线自动分析仪"
"493","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","水体中基因毒性污染物快速筛查仪"
"494","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","污水处理系统精细化控制仪器仪表"
"495","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","地下水采样与检测一体化移动式设备"
"496","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","填埋场防渗层渗漏监测/检测预警系统"
"497","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","环境遥感监测和量值溯源标准设备"
"498","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","多物种智能生物预警仪"
"499","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","农村生态环境快速检测设备"
"500","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","畜禽粪污在线监测仪器"
"501","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","畜禽粪污检测设备"
"502","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","化工园区环境污染监测预警系统"
"503","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","危险品运输载体实时监测系统"
"504","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","土壤重金属监测仪器"
"505","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","移动固体废弃物重金属在线快速检测装置"
"506","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","移动固体废弃物重金属环境风险分析平台"
"507","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","土壤重金属便携式应急监测仪器"
"508","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","土壤污染物监测及检测仪器仪表"
"509","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","环境应急监测设备"
"510","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","海上污染移动式野外应急监测设备"
"511","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","海上污染水体输移监测系统与设备"
"512","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","便携式现场快速测定仪及预警、警报仪器"
"513","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","重金属监测设备"
"514","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","藻类监测设备"
"515","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","海洋水质传感器"
"516","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","支撑大气环境污染监测装备集成"
"517","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","车载式水质监测仪器仪表"
"518","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","饮用水水质监测和检测仪器仪表"
"519","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","排水管网维护检测装备"
"520","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","排污管网泄漏检测技术装备"
"521","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","其他生态环境监测及检测仪器仪表"
"522","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","其他环境应急检测仪器仪表"
"523","1.2","先进环保装备制造","2.3.1","环境监测专用","4021*","其他环境应急检测装备"
"524","1.2","先进环保装备制造","3.1.7","其他资源循环","3599*","废旧汽车尾气催化剂中贵金属高效消解技术和提纯装置"
"525","1.2","先进环保装备制造","3.1.7","其他资源循环","4015*","旧件无损检测与寿命评估技术装备"
"526","1.2","先进环保装备制造","3.1.7","其他资源循环","4016*","水控机、水控器"
"527","1.2","先进环保装备制造","3.1.7","其他资源循环","4021*","煤与瓦斯突出预警监控仪器"
"528","1.2","先进环保装备制造","3.1.7","其他资源循环","4021*","瓦斯参数快速测定仪器"
"529","1.2","先进环保装备制造","2.1.1","气体、液体分","3463*","生产产出的污染气体、液体的分离剂提纯设备"
"530","1.2","先进环保装备制造","2.1.2","水污染防治设","3591*","循环用水系统设备"
"531","1.2","先进环保装备制造","2.1.2","水污染防治设","3591*","堵漏修复设备"
"532","1.2","先进环保装备制造","2.1.2","水污染防治设","3591*","水污染防治设备"
"533","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","自动化采矿选矿技术设备"
"534","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","高性能空气钻机"
"535","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","井下定向长钻孔钻机"
"536","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","井下压裂增产装备"
"537","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","微细粒磁铁矿全磁分选机"
"538","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","磁铁矿细筛—再磨再选机"
"539","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","贫磁铁矿预选机"
"540","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","贫磁铁矿弱磁—反浮选机"
"541","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","永磁中磁场磁选机"
"542","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","大型永磁筒式磁选机"
"543","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","磁场筛选机"
"544","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","加压浸出装置"
"545","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","生物冶金装置"
"546","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","矿浆电解装置"
"547","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","稀贵金属共生矿选冶综合利用装置"
"548","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","电池破壳分离装置"
"549","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","钴镍元素提纯和原生化装置"
"550","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","超细粉末的再制备装置"
"551","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","复杂铜铅锌金属矿资源高效开发装置"
"552","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","电化学控制浮选技术装备"
"553","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","低品位铜矿浸出—萃取—反萃—电积法技术装备"
"554","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","低品位氧化镍矿煤基直接还原镍铁等高效提取技术装备"
"555","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","难浸金精矿生物氧化预处理提金技术装备"
"556","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","复杂难处理金矿循环流态化焙烧技术装备"
"557","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","大型机械搅拌式充气浮选机技术装备"
"558","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","磷矿酸性废水循环利用技术装备"
"559","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","磷矿伴生氟碘资源回收技术装备"
"560","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","从碳酸盐型富锂卤水中提取锂技术装备"
"561","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","鳞片石墨多段磨矿多段选别技术装备"
"562","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","低品位萤石和伴生矿物选矿技术装备"
"563","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","能源矿产资源综合利用装备"
"564","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","黑色金属矿产资源综合利用装备"
"565","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","有色金属（含稀有金属）矿产资源综合利用装备"
"566","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","非金属矿产资源综合利用装备"
"567","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3511*","采动（空）区煤层气地面抽采装备"
"568","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","3512*","连续油管成套设备"
"569","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","4025*","水平井钻完井、分段压裂及随钻测量设备"
"570","1.3","资源循环利用装备制造","3.1.1","矿产资源综合利用","4025*","水平井钻完井、分段压裂及随钻地质导向设备"
"571","1.3","资源循环利用装备制造","3.1.2","工业固体废物综合","3511*","固体废物二次利用或综合利用装备（煤矸石、粉煤灰、尾矿等）"
"572","1.3","资源循环利用装备制造","3.1.2","工业固体废物综合","3515*","固体废物二次利用或综合利用装备（脱硫石膏、磷石膏等）"
"573","1.3","资源循环利用装备制造","3.1.2","工业固体废物综合","3516*","固体废物二次利用或综合利用装备（冶炼废渣等）"
"574","1.3","资源循环利用装备制造","3.1.2","工业固体废物综合","3516*","冶金烟灰粉尘回收装备"
"575","1.3","资源循环利用装备制造","3.1.2","工业固体废物综合","3516*","稀贵金属高效低成本回收工艺与装备"
"576","1.3","资源循环利用装备制造","3.1.2","工业固体废物综合","3521*","固体废物二次利用或综合利用装备（化工废渣等）"
"577","1.3","资源循环利用装备制造","3.1.2","工业固体废物综合","3591*","固体废物二次利用或综合利用装备（赤泥等）"
"578","1.3","资源循环利用装备制造","3.1.2","工业固体废物综合","3591*","固体废物生产水泥技术装备"
"579","1.3","资源循环利用装备制造","3.1.3","建筑废弃物、道路","3591*","移动式和固定式相结合的建筑废弃物综合利用成套设备"
"580","1.3","资源循环利用装备制造","3.1.3","建筑废弃物、道路","3591*","废旧沥青再生装备"
"581","1.3","资源循环利用装备制造","3.1.3","建筑废弃物、道路","3591*","沥青再生材料利用装备"
"582","1.3","资源循环利用装备制造","3.1.3","建筑废弃物、道路","3591*","建筑废弃物混杂料再生利用装备"
"583","1.3","资源循环利用装备制造","3.1.3","建筑废弃物、道路","3591*","道路沥青资源化无害化利用技术设备"
"584","1.3","资源循环利用装备制造","3.1.3","建筑废弃物、道路","3591*","制备再生骨料的强化、废旧砂灰粉的活化和综合利用装置"
"585","1.3","资源循环利用装备制造","3.1.3","建筑废弃物、道路","3591*","轻质物料分选、除尘、降噪等设施的集成移动式设备"
"586","1.3","资源循环利用装备制造","3.1.3","建筑废弃物、道路","3591*","建筑废弃物生产的道路结构层材料、人行道透水材料、市政设施复合材料装备"
"587","1.3","资源循环利用装备制造","3.1.4","餐厨废弃物资源化","3591*","餐厨废弃物预处理设备"
